attempt_id,lead_id,channel,attempt_ts,outcome,campaign_id
469,146,call,2025-12-20T05:03:28,voicemail,cmp_3
470,146,sms,2025-12-23T00:41:28,voicemail,cmp_6
471,146,call,2025-12-20T07:53:28,voicemail,cmp_6
472,146,sms,2025-12-25T04:43:28,no_answer,cmp_4
473,146,sms,2025-12-24T20:12:28,dropped,cmp_7
474,147,sms,2025-12-26T23:20:28,no_answer,cmp_7
475,148,sms,2025-12-31T00:44:28,voicemail,cmp_5
476,148,sms,2026-01-02T01:14:28,answered,cmp_4
477,148,call,2026-01-04T12:41:28,voicemail,cmp_5
478,149,sms,2025-12-29T18:32:28,dropped,cmp_2
479,149,call,2025-12-29T22:35:28,no_answer,cmp_5
480,150,sms,2025-12-21T22:16:28,dropped,cmp_2
481,150,sms,2025-12-22T20:02:28,no_answer,cmp_3
482,151,sms,2025-12-30T09:40:28,answered,cmp_2
483,151,sms,2025-12-25T09:28:28,voicemail,cmp_5
484,151,sms,2025-12-28T19:39:28,voicemail,cmp_8
485,151,call,2025-12-27T04:25:28,no_answer,cmp_5
486,151,call,2025-12-29T22:01:28,dropped,cmp_2
487,154,sms,2026-01-03T18:34:28,answered,cmp_2
488,154,call,2026-01-02T12:42:28,dropped,cmp_5
489,154,sms,2026-01-01T01:20:28,no_answer,cmp_3
490,155,call,2026-01-07T11:36:28,voicemail,cmp_8
491,155,sms,2026-01-05T00:34:28,no_answer,cmp_3
492,155,sms,2026-01-06T02:04:28,voicemail,cmp_6
493,155,call,2026-01-04T23:49:28,voicemail,cmp_7
494,156,call,2025-12-26T14:08:28,no_answer,cmp_6
495,156,call,2025-12-27T20:42:28,dropped,cmp_8
496,157,sms,2025-12-23T05:38:28,answered,cmp_6
497,157,sms,2025-12-24T05:43:28,no_answer,cmp_7
498,158,call,2025-12-24T21:35:28,no_answer,cmp_5
499,158,sms,2025-12-24T11:06:28,answered,cmp_3
500,158,sms,2025-12-22T23:26:28,voicemail,cmp_8
501,158,call,2025-12-23T23:20:28,answered,cmp_3
502,158,call,2025-12-21T23:36:28,answered,cmp_4
503,158,sms,2025-12-21T18:19:28,dropped,cmp_5
504,159,sms,2025-12-25T09:03:28,answered,cmp_6
505,159,sms,2025-12-18T21:43:28,answered,cmp_8
506,159,sms,2025-12-20T00:37:28,answered,cmp_2
507,159,sms,2025-12-25T15:55:28,dropped,cmp_4
508,159,sms,2025-12-23T18:52:28,answered,cmp_4
509,159,sms,2025-12-22T06:23:28,no_answer,cmp_1
510,160,sms,2026-01-01T13:03:28,voicemail,cmp_4
511,160,call,2025-12-29T22:51:28,no_answer,cmp_7
512,160,sms,2025-12-29T21:06:28,dropped,cmp_4
513,160,sms,2025-12-27T22:33:28,no_answer,cmp_6
514,160,call,2026-01-02T23:11:28,voicemail,cmp_1
515,162,call,2025-12-28T19:28:28,no_answer,cmp_6
516,162,sms,2025-12-28T11:32:28,dropped,cmp_4
517,164,call,2025-12-28T11:57:28,answered,cmp_8
518,164,sms,2025-12-30T14:46:28,dropped,cmp_4
519,164,sms,2025-12-29T05:45:28,dropped,cmp_5
520,164,call,2025-12-31T01:09:28,dropped,cmp_5
521,164,sms,2025-12-31T08:45:28,dropped,cmp_3
522,166,call,2025-12-27T09:56:28,answered,cmp_7
523,166,sms,2025-12-22T14:50:28,no_answer,cmp_5
524,166,sms,2025-12-23T11:48:28,answered,cmp_1
525,166,call,2025-12-27T02:18:28,dropped,cmp_4
526,169,sms,2025-12-25T01:44:28,voicemail,cmp_1
527,169,call,2025-12-21T01:40:28,dropped,cmp_2
528,169,sms,2025-12-23T09:05:28,dropped,cmp_6
529,169,sms,2025-12-26T11:05:28,answered,cmp_5
530,171,call,2025-12-25T13:34:28,no_answer,cmp_4
531,172,call,2025-12-28T14:41:28,dropped,cmp_2
532,172,sms,2025-12-30T03:41:28,dropped,cmp_2
533,172,sms,2025-12-24T12:40:28,no_answer,cmp_8
534,172,sms,2025-12-25T17:40:28,dropped,cmp_7
535,173,call,2026-01-05T18:12:28,no_answer,cmp_7
536,173,sms,2026-01-07T01:33:28,dropped,cmp_8
537,173,call,2026-01-03T08:20:28,answered,cmp_3
538,173,call,2026-01-02T07:53:28,voicemail,cmp_1
539,173,sms,2026-01-07T06:26:28,no_answer,cmp_2
540,173,call,2025-12-31T21:56:28,voicemail,cmp_4
541,174,sms,2025-12-31T00:35:28,no_answer,cmp_2
542,175,sms,2026-01-03T10:15:28,answered,cmp_5
543,175,sms,2026-01-01T00:55:28,voicemail,cmp_6
544,175,call,2026-01-07T08:30:28,no_answer,cmp_1
545,175,call,2026-01-06T15:28:28,answered,cmp_6
546,175,sms,2026-01-05T13:13:28,no_answer,cmp_3
547,177,call,2025-12-28T05:40:28,voicemail,cmp_7
548,177,call,2025-12-23T21:33:28,answered,cmp_7
549,177,sms,2025-12-24T19:37:28,no_answer,cmp_3
550,177,sms,2025-12-26T10:24:28,no_answer,cmp_4
551,177,sms,2025-12-23T19:29:28,answered,cmp_2
552,178,sms,2026-01-01T07:51:28,voicemail,cmp_1
553,178,sms,2026-01-04T03:38:28,dropped,cmp_3
554,178,call,2025-12-31T20:27:28,voicemail,cmp_3
555,178,call,2026-01-04T18:22:28,answered,cmp_4
556,178,sms,2026-01-01T00:23:28,voicemail,cmp_8
557,179,call,2025-12-29T07:29:28,voicemail,cmp_8
558,179,call,2026-01-02T20:25:28,answered,cmp_5
559,179,call,2025-12-29T22:34:28,voicemail,cmp_1
560,180,sms,2025-12-23T11:17:28,voicemail,cmp_2
561,180,sms,2025-12-18T21:08:28,dropped,cmp_2
562,180,call,2025-12-21T03:08:28,dropped,cmp_1
563,182,sms,2025-12-26T22:58:28,no_answer,cmp_1
564,183,sms,2025-12-30T04:47:28,voicemail,cmp_1
565,183,sms,2025-12-30T02:21:28,answered,cmp_5
566,184,sms,2025-12-29T04:34:28,answered,cmp_7
567,185,call,2025-12-29T04:03:28,no_answer,cmp_7
568,185,sms,2025-12-26T03:29:28,no_answer,cmp_3
569,185,call,2025-12-28T01:51:28,voicemail,cmp_3
570,185,call,2025-12-26T12:49:28,answered,cmp_3
571,186,call,2025-12-26T02:06:28,dropped,cmp_7
572,186,sms,2025-12-22T12:07:28,no_answer,cmp_2
573,187,sms,2025-12-24T03:30:28,no_answer,cmp_4
574,188,call,2025-12-26T13:24:28,dropped,cmp_3
575,189,sms,2025-12-28T15:17:28,dropped,cmp_8
576,189,call,2025-12-24T23:57:28,dropped,cmp_1
577,189,call,2025-12-24T09:01:28,answered,cmp_3
578,189,sms,2025-12-25T15:18:28,no_answer,cmp_7
579,190,sms,2026-01-04T22:24:28,dropped,cmp_1
580,190,sms,2026-01-03T00:14:28,answered,cmp_4
581,190,call,2026-01-03T14:11:28,answered,cmp_4
582,191,sms,2025-12-29T00:11:28,voicemail,cmp_8
583,191,call,2025-12-27T00:33:28,no_answer,cmp_8
584,192,call,2026-01-06T10:51:28,no_answer,cmp_7
585,192,call,2026-01-04T07:14:28,no_answer,cmp_8
586,192,call,2026-01-01T05:06:28,answered,cmp_2
587,192,sms,2026-01-01T22:14:28,no_answer,cmp_7
588,192,call,2026-01-05T08:48:28,no_answer,cmp_3
589,192,call,2026-01-07T00:57:28,voicemail,cmp_8
590,193,call,2026-01-04T09:08:28,answered,cmp_5
591,193,sms,2025-12-30T18:32:28,answered,cmp_8
592,194,sms,2025-12-24T22:09:28,dropped,cmp_2
593,195,sms,2026-01-04T18:57:28,no_answer,cmp_1
594,195,sms,2026-01-01T00:45:28,voicemail,cmp_6
595,195,sms,2025-12-31T19:48:28,no_answer,cmp_5
596,195,call,2026-01-05T16:26:28,voicemail,cmp_1
597,197,sms,2025-12-25T03:59:28,dropped,cmp_2
598,197,call,2025-12-25T08:44:28,voicemail,cmp_6
599,197,call,2025-12-27T07:09:28,answered,cmp_2
600,197,call,2025-12-27T17:16:28,voicemail,cmp_7
601,197,sms,2025-12-27T03:52:28,dropped,cmp_8
602,197,call,2025-12-25T23:32:28,no_answer,cmp_1
603,200,call,2026-01-01T20:55:28,dropped,cmp_7
604,200,call,2025-12-28T01:30:28,voicemail,cmp_5
605,200,sms,2026-01-02T19:27:28,voicemail,cmp_1
